ID,elevation,aspect,slope,hor_hydro,ver_hydro,hor_road,hillsd_9am,hillsd_noon,hillsd_3pm,hor_fire,cover_type,soil,wild,twild
2249,2969,304,12,391,92,1624,187,234,187,1290,2,31,3,w3
2250,2449,315,3,417,157,390,211,237,164,942,3,11,4,w4
2251,3280,180,7,474,69,3539,223,245,156,2774,1,23,1,w1
2252,2902,218,14,371,38,2059,204,252,182,812,2,31,3,w3
2253,2972,266,14,421,102,1611,183,245,201,1291,2,31,3,w3
2254,2936,324,13,351,62,895,186,225,179,1885,1,32,3,w3
2255,2195,329,31,120,83,726,130,186,186,382,3,10,4,w4
2256,2235,313,27,277,74,702,136,207,205,541,3,10,4,w4
2257,3260,203,10,277,41,3740,215,249,168,2696,1,23,1,w1
2258,3272,222,7,417,71,3561,212,247,172,2802,1,23,1,w1
2259,3027,120,13,67,15,240,242,229,114,1211,2,32,3,w3
2260,2285,285,33,350,200,1477,110,218,237,900,3,10,4,w4
2261,3037,278,16,180,57,319,175,241,205,1626,2,32,3,w3
2262,2299,134,21,85,36,1062,248,226,96,900,3,6,4,w4
2263,2845,280,15,256,119,2400,177,241,203,430,1,33,3,w3
2264,2399,239,21,474,201,323,177,252,208,808,3,10,4,w4
2265,2260,325,24,210,148,752,152,205,188,255,3,10,4,w4
2266,2159,291,35,120,84,1434,102,209,235,859,3,10,4,w4
2267,2186,310,24,30,10,738,147,215,204,636,3,10,4,w4
2268,3029,338,15,150,30,120,186,217,170,1348,2,31,3,w3
2269,2305,180,9,424,134,85,224,246,155,376,3,10,4,w4
2270,2761,290,29,272,113,1087,129,222,227,1426,2,28,3,w3
2271,2961,305,10,560,5,1575,194,235,181,1283,2,31,3,w3
2272,2102,85,10,0,0,1342,235,223,119,900,4,17,4,w4
2273,3256,207,16,270,76,3518,207,253,177,2940,1,23,1,w1
2274,3225,206,30,603,4,1638,187,251,181,3504,1,29,1,w1
2275,3040,61,7,0,0,120,226,225,133,999,2,32,3,w3
2276,2834,348,25,90,21,108,166,192,158,932,1,30,1,w1
2277,2858,339,34,90,54,120,128,171,169,812,1,29,1,w1
2278,2975,225,10,247,113,666,206,250,180,1653,2,32,3,w3
2279,2117,306,32,42,17,1289,117,204,218,962,3,10,4,w4
2280,2855,96,22,446,102,1663,249,201,69,847,5,13,3,w3
2281,2151,327,38,67,49,1230,103,168,189,1006,3,10,4,w4
2282,2349,32,4,295,86,1064,219,230,147,735,6,6,4,w4
2283,3116,111,16,30,6,2824,246,221,99,3407,1,22,1,w1
2284,2309,264,17,300,47,201,176,246,208,391,3,10,4,w4
2285,2302,264,12,285,78,892,191,245,194,120,3,6,4,w4
2286,2309,33,27,277,45,859,204,171,89,309,3,10,4,w4
2287,2848,353,12,108,35,124,199,218,157,1388,1,30,1,w1
2288,2816,311,20,330,168,1237,163,222,198,1426,2,24,3,w3
2289,2999,325,6,351,43,1332,206,234,167,1521,2,31,3,w3
2290,2304,110,16,272,42,95,245,221,100,210,3,11,4,w4
2291,3217,80,13,30,1,3901,237,217,109,2859,7,23,1,w1
2292,2839,100,14,342,86,1771,242,220,105,834,5,13,3,w3
2293,2320,33,25,297,18,902,206,176,93,212,3,10,4,w4
2294,2788,343,23,90,47,1207,167,198,166,1180,2,24,3,w3
2295,2827,308,14,330,179,1292,182,231,189,1418,2,24,3,w3
2296,2906,118,15,511,15,1637,244,226,107,1060,2,32,3,w3
2297,2335,318,12,242,110,1061,189,229,180,601,6,5,4,w4
2298,2923,334,21,218,91,228,167,207,177,1048,2,30,1,w1
2299,2792,225,26,67,31,2293,176,253,204,679,5,13,3,w3
2300,2913,211,23,85,26,488,195,254,185,1477,2,13,3,w3
2301,2966,217,14,228,62,418,204,253,182,1443,2,32,3,w3
2302,2888,334,18,240,75,242,176,214,175,1289,2,30,1,w1
2303,2964,214,14,216,50,379,206,253,180,1411,2,32,3,w3
2304,2237,327,25,212,117,1050,151,202,187,1189,3,10,4,w4
2305,2890,132,7,30,2,631,231,237,138,2568,2,22,1,w1
2306,2325,277,27,95,45,1048,138,234,229,228,3,1,4,w4
2307,2355,53,17,212,46,1020,227,201,102,90,3,6,4,w4
2308,3056,180,7,60,7,2371,223,245,156,3728,1,23,1,w1
2309,2761,313,16,67,14,2185,174,226,191,631,2,31,3,w3
2310,3052,186,6,42,2,2372,221,245,158,3757,1,23,1,w1
2311,2873,16,17,0,0,228,202,202,132,2160,2,23,1,w1
2312,2168,107,29,67,32,1343,254,192,44,703,4,3,4,w4
2313,2280,302,17,0,0,1129,171,230,199,301,3,1,4,w4
2314,2347,233,26,95,45,1095,168,252,212,153,3,6,4,w4
2315,3065,203,12,421,81,1654,214,251,170,3591,1,29,1,w1
2316,2793,23,18,124,35,2432,206,199,124,711,1,24,3,w3
2317,2772,201,12,0,0,2192,215,251,168,850,1,13,3,w3
2318,2980,270,10,216,36,242,193,244,190,1296,2,32,3,w3
2319,2993,61,19,459,169,480,232,197,90,808,2,29,1,w1
2320,2830,105,11,60,1,1207,239,226,116,842,1,32,3,w3
2321,2815,8,2,30,1,1291,217,235,155,1022,1,23,3,w3
2322,2371,66,5,450,147,1317,225,230,141,566,3,6,4,w4
2323,2871,104,15,60,6,1155,245,219,99,666,1,32,3,w3
2324,2138,128,27,134,65,418,252,212,70,684,3,1,4,w4
2325,2940,335,22,361,119,382,166,206,175,1405,2,30,1,w1
2326,2959,330,22,450,137,454,164,208,181,1292,2,30,1,w1
2327,2993,64,21,524,168,541,234,192,81,816,2,29,1,w1
2328,2902,200,7,85,11,1677,218,246,164,1477,5,32,3,w3
2329,2226,320,29,42,20,830,132,197,198,283,3,10,4,w4
2330,3037,184,19,330,63,1519,221,249,153,3458,1,22,1,w1
2331,2926,343,15,150,8,564,188,215,165,2483,1,29,1,w1
2332,3008,296,19,484,176,488,163,230,207,1140,2,30,1,w1
2333,2139,225,11,170,44,360,206,250,181,865,3,2,4,w4
2334,3178,112,10,210,16,3102,238,229,121,3600,1,22,1,w1
2335,3143,117,14,175,42,2922,243,227,110,3711,1,22,1,w1
2336,2899,115,5,60,5,854,229,235,140,2783,1,23,1,w1
2337,2939,357,16,30,9,474,193,210,153,2372,1,29,1,w1
2338,3066,51,20,564,234,577,225,192,93,999,2,30,1,w1
2339,2275,352,13,30,0,277,196,217,158,408,3,10,4,w4
2340,2215,39,20,192,63,932,217,192,102,1565,3,10,4,w4
2341,3209,8,16,90,18,3553,200,207,142,3375,7,23,1,w1
2342,2993,343,23,509,168,531,168,199,166,1328,2,30,1,w1
2343,2829,16,16,67,20,2250,205,206,134,957,1,23,3,w3
2344,2381,0,14,469,184,860,199,214,151,1485,3,6,4,w4
2345,2357,39,6,234,60,1324,221,226,141,339,3,6,4,w4
2346,2139,318,30,85,51,834,128,197,201,874,6,10,4,w4
2347,3194,144,7,228,46,3257,230,239,142,3561,1,23,1,w1
2348,3031,326,23,573,199,577,158,208,186,1183,2,30,1,w1
2349,2972,78,18,510,162,510,240,204,88,807,2,29,1,w1
2350,2307,22,27,255,104,1040,191,170,103,124,3,10,4,w4
2351,2359,27,26,277,115,1426,199,175,100,607,3,10,4,w4
2352,2911,119,7,30,0,1025,233,234,133,2948,1,23,1,w1
2353,2345,348,34,270,189,1231,138,164,151,1253,3,10,4,w4
2354,2331,291,30,60,29,1410,125,220,228,837,3,10,4,w4
2355,2207,324,29,212,118,785,136,196,193,977,6,10,4,w4
2356,2220,344,30,258,146,745,147,179,162,983,6,10,4,w4
2357,2127,67,26,85,5,342,235,177,57,942,6,1,4,w4
2358,2089,18,19,0,0,228,202,198,127,832,6,1,4,w4
2359,3102,96,21,30,1,2847,248,205,75,3861,1,22,1,w1
2360,2270,321,28,108,57,942,136,200,197,218,3,10,4,w4
2361,2402,358,13,457,160,1575,200,216,154,693,3,6,4,w4
2362,2220,345,18,162,58,1307,181,208,164,967,3,10,4,w4
2363,2163,302,27,162,69,892,136,216,216,853,6,10,4,w4
2364,3043,330,33,247,47,418,125,180,184,2125,1,30,1,w1
2365,2899,253,7,400,76,1142,204,245,179,446,2,32,3,w3
2366,2894,321,15,90,15,1784,182,224,182,1421,2,32,3,w3
2367,2903,9,6,150,17,1878,213,227,152,1471,5,32,3,w3
2368,2836,322,25,295,81,2451,148,205,193,968,2,24,3,w3
2369,2384,268,16,513,187,698,176,245,207,1593,3,6,4,w4
2370,2133,51,25,30,11,335,223,179,77,907,6,1,4,w4
2371,3070,55,22,42,4,2737,227,187,82,3983,1,22,1,w1
2372,2883,97,13,210,73,240,241,221,108,759,2,29,1,w1
2373,2932,39,3,182,12,1273,220,232,149,390,1,32,3,w3
2374,2333,351,6,190,54,458,210,230,159,607,3,10,4,w4
2375,2295,308,17,153,62,1440,171,227,195,658,6,2,4,w4
2376,3127,23,4,0,0,2979,218,231,151,3858,1,22,1,w1
2377,3031,52,10,42,1,2506,226,218,125,4105,1,23,1,w1
2378,2841,312,19,234,80,2420,167,223,195,1064,2,24,3,w3
2379,2335,84,14,201,77,661,239,216,105,691,3,10,4,w4
2380,2293,265,30,430,155,573,131,237,236,1657,3,10,4,w4
2381,2226,314,20,192,43,1206,163,220,195,1091,3,10,4,w4
2382,2274,13,31,190,58,607,175,162,109,997,6,10,4,w4
2383,3005,0,16,0,0,607,194,208,149,2381,1,29,1,w1
2384,3043,118,11,721,241,731,240,230,118,1103,2,29,1,w1
2385,2424,351,16,541,232,1383,189,211,158,543,3,6,4,w4
2386,2161,18,28,42,11,361,185,169,107,834,6,10,4,w4
2387,3033,11,19,108,41,703,196,198,134,2505,1,29,1,w1
2388,2203,310,18,127,22,1099,169,225,195,1224,3,10,4,w4
2389,2317,32,31,30,13,1237,195,155,77,1012,3,10,4,w4
2390,2182,341,29,42,19,751,148,184,167,1022,6,10,4,w4
2391,3102,39,20,0,0,2760,217,192,102,4076,1,22,1,w1
2392,2934,313,25,192,31,918,144,212,203,2770,1,29,1,w1
2393,3085,356,15,792,248,811,195,212,154,1368,2,30,1,w1
2394,2330,135,5,255,42,531,229,238,143,666,3,4,4,w4
2395,2420,353,22,430,232,955,177,196,153,1103,3,6,4,w4
2396,2272,334,28,297,100,1124,146,191,177,1140,3,10,4,w4
2397,2358,116,10,85,9,1304,238,230,122,576,3,6,4,w4
2398,3169,4,24,85,20,3089,181,187,137,3903,1,22,1,w1
2399,3034,34,22,180,5,2358,211,185,101,4270,1,29,1,w1
2400,2980,23,12,60,4,1897,213,215,137,3820,1,23,1,w1
2401,2978,17,10,60,2,1869,212,219,144,3791,1,23,1,w1
2402,2914,334,22,258,61,1148,164,205,177,624,2,23,3,w3
2403,2897,36,13,446,55,2644,219,211,126,1116,1,31,3,w3
2404,2274,297,23,90,34,1608,149,225,214,752,6,6,4,w4
2405,2357,5,21,85,46,1170,187,193,138,1077,3,10,4,w4
2406,2403,117,35,309,187,1613,254,185,26,277,3,3,4,w4
2407,2371,280,15,433,146,499,177,241,203,1801,3,6,4,w4
2408,2419,284,14,90,49,1142,180,240,199,957,3,10,4,w4
2409,2391,87,14,234,21,1172,240,216,104,787,3,6,4,w4
2410,3185,339,16,108,16,3160,184,215,169,3919,1,23,1,w1
2411,2869,131,10,0,0,849,236,235,129,918,2,32,3,w3
2412,2883,67,7,30,6,1744,228,226,132,1019,1,32,3,w3
2413,2450,359,19,488,208,955,187,201,148,987,3,6,4,w4
2414,2808,297,13,90,30,2396,182,235,193,1384,2,31,3,w3
2415,2303,324,22,162,52,735,160,211,188,433,3,10,4,w4
2416,2301,306,30,524,94,365,124,207,216,1749,3,10,4,w4
2417,2377,311,21,108,31,1282,157,220,200,598,6,10,4,w4
2418,2438,122,26,319,191,1591,253,208,65,390,3,6,4,w4
2419,2268,325,21,60,20,940,163,212,187,1208,6,10,4,w4
2420,2931,318,14,150,16,1176,184,227,183,3017,1,22,1,w1
2421,2278,322,21,30,14,691,164,215,189,604,3,10,4,w4
2422,2462,313,30,509,233,876,126,202,208,272,3,10,4,w4
2423,2410,65,14,30,14,1050,233,210,106,1107,3,6,4,w4
2424,3281,150,4,60,2,3913,225,239,150,3644,7,38,1,w1
2425,2964,174,7,240,28,1608,225,244,153,661,2,32,3,w3
2426,2275,63,7,0,0,616,226,226,134,752,4,4,4,w4
2427,2280,110,26,190,59,573,253,201,58,1718,4,3,4,w4
2428,3234,322,22,330,238,752,159,212,191,2188,2,39,1,w1
2429,2281,351,16,42,10,638,191,212,158,711,3,10,4,w4
2430,2307,332,22,268,85,990,165,207,179,1260,6,10,4,w4
2431,3013,129,12,633,203,642,240,233,121,1350,1,29,1,w1
2432,2909,127,21,256,108,268,250,221,88,1138,2,29,1,w1
2433,2953,153,5,180,17,1681,227,240,148,607,2,32,3,w3
2434,2899,297,2,242,24,1986,213,238,163,1024,2,32,3,w3
2435,2409,325,26,362,212,1234,146,201,189,789,3,10,4,w4
2436,2440,316,17,124,44,964,173,223,190,1041,3,10,4,w4
2437,3259,81,5,95,5,3667,226,231,140,3837,7,38,1,w1
2438,2926,300,8,192,63,1047,198,237,179,924,2,32,3,w3
2439,2937,5,13,552,95,2620,202,213,147,1358,1,31,3,w3
2440,2411,322,24,379,214,1249,153,209,192,765,3,10,4,w4
2441,2437,338,25,417,237,1167,158,197,173,752,3,10,4,w4
2442,2245,137,20,95,37,1538,246,228,101,424,6,2,4,w4
2443,2933,292,13,240,41,1087,184,237,193,916,2,32,3,w3
2444,2899,298,13,60,6,1919,185,235,191,853,2,32,3,w3
2445,2851,311,20,95,15,2579,164,222,197,1423,2,24,3,w3
2446,2422,321,23,408,225,1237,155,211,193,735,3,10,4,w4
2447,2275,63,27,60,23,1510,232,173,56,1052,3,10,4,w4
2448,2263,288,33,95,56,741,111,216,235,1639,3,10,4,w4
2449,3226,268,36,272,164,908,108,227,244,2315,2,39,1,w1
2450,2926,138,7,60,0,1819,231,238,140,513,2,32,3,w3
2451,2965,9,12,591,50,2781,206,215,146,1441,2,31,3,w3
2452,2440,321,26,379,181,566,146,206,195,524,3,10,4,w4
2453,2414,6,35,335,10,752,157,152,114,1517,3,10,4,w4
2454,2227,122,21,42,15,1465,250,218,85,474,6,2,4,w4
2455,2288,55,18,30,10,1205,228,200,99,1177,6,10,4,w4
2456,2305,4,31,162,35,655,164,165,126,600,6,10,4,w4
2457,2970,202,4,67,0,1271,218,244,162,726,2,32,3,w3
2458,2966,12,14,540,77,2546,205,211,141,1481,1,32,3,w3
2459,2504,42,6,577,121,726,221,227,141,514,3,11,4,w4
2460,2417,338,26,216,6,742,156,194,172,1499,3,10,4,w4
2461,2300,128,29,85,41,1376,252,208,62,516,3,3,4,w4
2462,2272,25,8,170,54,1445,216,223,143,430,6,10,4,w4
2463,3223,176,4,42,1,3474,221,241,156,4080,1,19,1,w1
2464,2975,80,11,60,14,1698,234,221,118,3532,1,29,1,w1
2465,3215,72,18,685,8,1015,238,202,88,1936,1,29,1,w1
2466,2869,124,20,170,63,192,249,221,92,1092,1,29,1,w1
2467,2938,17,26,240,49,2257,190,177,114,1575,2,24,3,w3
2468,2341,331,15,95,11,67,182,219,176,534,3,10,4,w4
2469,2406,313,25,170,80,216,146,213,203,376,3,10,4,w4
2470,2335,231,43,108,69,1484,120,235,222,750,6,1,4,w4
2471,2468,201,15,537,198,969,212,252,170,607,6,2,4,w4
2472,2429,12,26,228,16,706,184,178,121,1538,3,10,4,w4
2473,2449,40,7,309,79,1062,221,224,139,883,6,6,4,w4
2474,3248,350,10,150,35,3226,202,224,159,4127,1,38,1,w1
2475,3204,61,13,725,19,1064,230,212,112,1911,2,29,1,w1
2476,2456,177,20,470,186,1015,225,247,145,571,6,2,4,w4
2477,2242,320,18,30,10,446,171,220,188,1828,3,4,4,w4
2478,2455,294,17,297,20,661,171,234,202,1611,3,6,4,w4
2479,2419,331,21,150,38,907,165,208,180,969,6,10,4,w4
2480,3242,314,16,95,22,3320,174,225,190,4127,1,38,1,w1
2481,2985,14,11,541,102,2514,210,217,144,1570,1,32,3,w3
2482,2369,298,18,190,42,162,168,231,203,573,3,10,4,w4
2483,2351,326,21,90,10,379,164,212,185,939,3,10,4,w4
2484,2468,250,6,474,215,882,206,245,176,532,6,2,4,w4
2485,2320,333,19,190,86,234,172,211,177,1061,3,10,4,w4
2486,2467,13,8,190,71,720,212,223,148,1513,3,6,4,w4
2487,2277,357,22,212,78,1230,181,195,148,785,6,10,4,w4
2488,2387,274,27,210,81,1233,137,234,231,1388,6,10,4,w4
2489,3226,11,5,0,0,3653,215,230,152,4120,1,19,1,w1
2490,3249,335,13,108,25,3368,189,221,171,4080,1,38,1,w1
2491,3056,83,37,228,81,1939,242,152,6,3772,1,29,1,w1
2492,3014,301,18,323,79,1487,167,229,201,3221,1,22,1,w1
2493,2994,338,8,543,79,2724,204,229,165,1621,2,32,3,w3
2494,2430,296,15,256,103,277,176,234,198,497,3,10,4,w4
2495,2462,357,13,242,11,912,199,216,154,1019,6,6,4,w4
2496,2936,84,2,30,0,1756,222,235,149,272,2,32,3,w3
2497,2909,0,9,120,1,2078,207,223,154,474,1,32,3,w3
2498,2833,5,9,30,0,2389,209,223,152,706,2,23,3,w3
2499,2461,320,19,124,10,811,168,219,189,1082,6,10,4,w4
2500,2422,36,17,190,79,638,217,202,115,524,6,10,4,w4
2501,2897,346,31,212,78,2602,145,175,158,834,2,33,3,w3
2502,2448,91,20,30,11,626,246,204,78,1256,3,5,4,w4
2503,2373,122,31,216,57,1116,254,198,46,850,3,3,4,w4
2504,3326,330,19,120,25,4224,172,214,180,3995,7,38,1,w1
2505,3130,308,23,351,26,1370,150,218,205,2969,1,30,1,w1
2506,2922,60,8,162,13,1869,227,223,131,228,1,32,3,w3
2507,2332,227,36,95,62,1299,146,245,215,492,6,1,4,w4
2508,2361,302,24,150,55,1207,146,221,212,1465,6,10,4,w4
2509,2275,317,24,108,42,1167,151,211,197,765,6,10,4,w4
2510,2341,323,30,335,129,1084,132,195,195,895,6,10,4,w4
2511,2895,103,10,228,38,2301,237,227,120,644,5,13,3,w3
2512,2474,84,17,67,16,514,242,209,92,1398,3,5,4,w4
2513,2395,159,18,134,52,509,236,240,128,534,3,3,4,w4
2514,2932,358,7,190,5,1832,210,227,156,134,1,32,3,w3
2515,3010,76,4,534,122,2532,225,232,143,1802,2,32,3,w3
2516,2469,97,16,120,26,408,244,215,96,1831,3,6,4,w4
2517,2991,333,7,162,8,1764,205,232,166,3475,1,23,1,w1
2518,3015,278,19,277,20,1687,165,239,213,3369,1,22,1,w1
2519,3194,316,26,376,85,1463,144,209,200,3005,1,30,1,w1
2520,3002,92,26,547,197,573,250,190,53,1590,2,30,1,w1
2521,2504,65,13,124,21,450,232,212,110,1500,3,6,4,w4
2522,2994,326,7,153,11,1786,203,232,168,3489,1,23,1,w1
2523,2998,47,11,400,177,2787,224,215,124,745,2,32,3,w3
2524,2990,128,14,361,101,2343,243,230,113,1879,2,24,3,w3
2525,2439,99,22,212,83,865,250,203,69,1104,3,5,4,w4
2526,3360,1,19,127,28,4478,190,201,145,4111,7,39,1,w1
2527,3362,75,31,150,109,4109,239,165,32,4127,7,39,1,w1
2528,3302,73,5,270,78,1350,226,230,139,2420,1,40,1,w1
2529,2939,239,3,153,0,1530,214,241,165,242,2,32,3,w3
2530,2320,359,24,30,9,949,177,189,143,926,6,14,4,w4
2531,2955,83,25,450,150,480,245,187,56,1505,2,29,1,w1
2532,3016,302,19,247,21,1782,163,227,203,3427,1,22,1,w1
2533,3019,294,5,553,104,2649,207,239,171,1666,2,32,3,w3
2534,2459,345,11,371,101,842,197,222,163,1191,6,6,4,w4
2535,2337,150,29,339,5,424,242,224,89,743,3,3,4,w4
2536,2359,301,23,30,15,899,149,223,211,1542,6,10,4,w4
2537,3003,105,14,162,52,960,243,222,106,390,2,32,3,w3
2538,2957,131,5,67,8,1914,229,237,142,201,2,32,3,w3
2539,2950,225,0,108,3,2060,218,238,157,342,2,32,3,w3
2540,2467,287,12,150,24,319,186,239,193,1968,3,6,4,w4
2541,2503,108,2,120,15,558,221,237,151,1401,3,6,4,w4
2542,2369,297,21,210,115,900,158,228,209,1036,6,10,4,w4
2543,3062,129,16,127,32,2228,245,228,107,3425,1,29,1,w1
2544,3186,289,26,524,119,1677,137,226,224,3171,1,29,1,w1
2545,2959,124,16,256,64,2308,245,227,106,1973,2,24,3,w3
2546,2464,10,13,150,21,242,205,213,143,1879,3,6,4,w4
2547,2533,327,7,277,50,272,204,233,168,1794,3,6,4,w4
2548,2401,77,19,120,43,771,240,202,84,1421,6,6,4,w4
2549,2967,90,26,417,90,495,249,189,53,1524,1,29,1,w1
2550,2949,117,5,0,0,1930,229,235,139,228,2,32,3,w3
2551,3024,348,7,470,49,2933,207,229,160,577,2,32,3,w3
2552,2977,359,11,242,45,3137,203,220,154,1142,2,31,3,w3
2553,2323,347,6,85,7,1560,208,230,160,571,6,10,4,w4
2554,2520,326,11,127,40,258,194,228,174,1610,6,10,4,w4
2555,2386,24,16,108,12,841,209,203,127,1020,6,10,4,w4
2556,2407,203,12,277,63,957,214,250,170,1490,6,6,4,w4
2557,3361,63,4,175,82,4184,224,231,143,3946,7,40,1,w1
2558,3021,352,20,60,21,2086,181,202,155,3390,1,22,1,w1
2559,3191,143,12,300,86,1150,238,237,127,2210,1,29,1,w1
2560,2476,45,0,306,42,700,218,237,156,1273,6,6,4,w4
2561,2917,67,20,335,42,390,236,195,82,1419,2,29,1,w1
2562,2993,284,22,150,63,2809,155,234,217,258,2,33,3,w3
2563,2988,4,8,306,56,3220,210,225,153,1041,2,31,3,w3
2564,2483,10,13,242,40,192,206,214,145,1848,3,6,4,w4
2565,2455,89,16,258,57,661,243,212,95,1387,6,6,4,w4
2566,3374,23,2,170,4,4401,218,235,154,4011,7,40,1,w1
2567,3120,295,27,228,53,1909,135,221,222,3405,1,29,1,w1
2568,3295,332,10,382,75,1690,196,227,171,3027,1,39,1,w1
2569,2977,284,2,153,32,1707,214,239,163,0,2,32,3,w3
2570,3016,301,18,170,55,2852,169,230,201,277,2,33,3,w3
2571,2342,43,11,30,3,408,222,215,126,603,3,2,4,w4
2572,2506,95,5,0,0,300,229,232,138,1633,6,6,4,w4
2573,2365,317,21,67,26,787,161,217,194,1130,6,10,4,w4
2574,2406,335,17,300,62,891,178,214,174,1530,6,11,4,w4
2575,3110,104,19,277,81,2506,249,212,83,3271,1,29,1,w1
2576,2897,81,20,240,80,277,242,200,79,1357,2,29,1,w1
2577,2354,61,19,175,47,1006,232,198,91,968,3,3,4,w4
2578,2329,14,12,150,22,1124,208,214,141,1027,3,3,4,w4
2579,3151,122,21,150,46,1061,250,219,88,2177,1,29,1,w1
2580,3036,257,8,175,68,2876,201,245,183,285,2,32,3,w3
2581,2982,86,16,247,43,323,241,212,97,2067,2,32,3,w3
2582,2400,299,15,108,33,684,178,233,195,1460,6,11,4,w4
2583,2428,75,7,564,98,693,229,226,130,1279,6,6,4,w4
2584,3066,288,17,150,19,2226,169,236,206,3212,1,22,1,w1
2585,3040,61,2,361,55,3093,221,234,149,514,2,32,3,w3
2586,3014,41,10,510,82,3282,221,219,132,842,2,32,3,w3
2587,2998,154,7,376,80,2583,229,241,145,1651,2,32,3,w3
2588,2957,340,5,0,0,1001,210,233,162,67,2,23,3,w3
2589,2420,18,20,150,32,626,201,195,125,1269,6,10,4,w4
2590,2414,287,13,182,47,679,184,239,195,1412,6,11,4,w4
2591,2905,111,21,120,30,247,250,213,81,1426,1,29,1,w1
2592,2983,58,3,182,21,789,222,233,147,242,2,32,3,w3
2593,2940,98,3,0,0,1827,225,234,145,255,2,32,3,w3
2594,2954,63,15,170,13,2202,232,209,106,420,2,32,3,w3
2595,3036,175,3,361,52,3132,221,240,156,570,2,32,3,w3
2596,3022,7,13,552,90,3348,203,213,146,870,2,31,3,w3
2597,3004,55,8,511,47,2761,225,223,132,1470,2,32,3,w3
2598,3048,91,14,511,109,268,241,217,102,1819,2,33,3,w3
2599,2318,192,26,42,22,1201,208,249,160,960,3,3,4,w4
2600,2409,84,16,30,11,474,241,212,97,1350,6,6,4,w4
2601,2267,45,23,0,0,95,219,183,88,981,4,10,4,w4
2602,3137,286,27,134,24,2121,134,226,227,3187,1,29,1,w1
2603,3321,290,20,534,63,1926,161,233,211,3201,1,39,1,w1
2604,3124,102,15,268,93,2759,244,219,99,3067,1,29,1,w1
2605,3340,309,16,566,58,1937,175,228,193,3148,1,39,1,w1
2606,3352,332,14,566,125,1921,188,222,173,3089,1,40,1,w1
2607,2959,58,12,30,3,1082,228,214,117,67,2,23,3,w3
2608,2960,133,10,85,20,1440,236,236,130,339,2,32,3,w3
2609,2963,168,8,85,9,1374,227,243,150,365,2,32,3,w3
2610,3145,303,20,67,17,2215,162,227,204,3092,1,29,1,w1
2611,2983,257,14,0,0,2724,185,248,200,216,2,32,3,w3
2612,3043,344,14,108,15,2502,190,217,165,2982,1,22,1,w1
2613,3037,108,4,390,2,3211,226,235,144,1031,2,32,3,w3
2614,2465,99,24,210,15,742,251,199,62,492,3,1,4,w4
2615,2442,56,14,85,3,300,228,211,113,1213,6,11,4,w4
2616,2471,85,15,446,127,800,240,213,99,1399,6,6,4,w4
2617,3267,123,36,335,58,3131,253,189,30,3001,1,39,1,w1
2618,3375,30,10,503,149,1922,217,218,136,3085,1,40,1,w1
2619,3038,63,3,360,1,3212,222,233,146,1036,2,32,3,w3
2620,3095,201,11,258,43,330,215,250,168,700,2,23,3,w3
2621,3087,188,11,324,72,420,221,248,160,1369,2,33,3,w3
2622,2474,181,11,516,118,825,224,247,155,1315,6,6,4,w4
2623,2343,109,19,67,23,323,249,214,85,1221,6,1,4,w4
2624,3190,298,23,85,19,2268,150,225,212,3021,1,29,1,w1
2625,3358,281,26,458,76,2044,138,231,228,3124,1,39,1,w1
2626,3031,72,4,331,8,2854,224,232,144,1396,2,32,3,w3
2627,3087,200,13,190,35,365,214,251,169,685,2,24,3,w3
2628,2357,288,22,90,45,1250,155,232,215,875,6,10,4,w4
2629,3112,1,16,228,9,2471,194,207,148,2915,1,29,1,w1
2630,3302,339,14,242,44,2195,190,219,168,3036,1,39,1,w1
2631,3042,3,4,313,19,3005,214,232,155,1253,2,32,3,w3
2632,3125,122,8,342,110,495,233,234,133,999,2,32,3,w3
2633,2372,331,18,0,0,1326,176,215,178,745,6,10,4,w4
2634,2480,359,14,90,8,297,198,213,152,1177,6,11,4,w4
2635,2456,212,12,516,83,750,210,251,176,1234,6,6,4,w4
2636,2947,240,16,95,21,2598,189,252,198,285,2,33,3,w3
2637,2934,3,10,95,11,2170,206,220,152,2088,2,32,3,w3
2638,3091,207,14,192,20,342,209,252,175,842,2,31,3,w3
2639,3082,142,14,134,30,470,240,236,122,700,2,24,3,w3
2640,3080,200,10,216,26,420,216,249,167,793,2,23,3,w3
2641,3058,184,17,201,43,511,222,249,154,1333,2,33,3,w3
2642,2461,234,8,443,105,825,206,248,178,1250,6,6,4,w4
2643,3200,111,27,335,23,3164,254,201,57,2871,1,29,1,w1
2644,3332,93,25,342,134,1782,249,193,57,2971,1,39,1,w1
2645,2949,46,13,0,0,2352,224,211,119,1914,1,20,3,w3
2646,3127,108,13,242,56,240,241,225,111,864,2,32,3,w3
2647,3085,214,12,170,19,361,208,251,177,812,2,31,3,w3
2648,2350,68,20,60,22,531,236,196,83,474,6,10,4,w4
2649,2342,36,24,30,15,1114,210,179,93,845,6,10,4,w4
2650,2466,31,7,467,82,618,218,225,143,1131,6,6,4,w4
2651,3239,118,20,247,63,1578,250,218,86,2780,1,29,1,w1
2652,2949,332,6,127,9,1774,207,233,165,577,1,32,3,w3
2653,2955,345,16,90,15,1860,188,214,163,624,1,32,3,w3
2654,2365,313,25,108,60,886,145,212,203,782,6,10,4,w4
2655,2561,1,9,382,92,1048,207,223,153,571,3,6,4,w4
